,Adverse Event,GroupBy,Count
620,Renal failure,MARKSANS,0
621,Renal failure,RISING PHARMACEUTICALS,0
622,Renal failure,ZYDUS PHARM,0
623,Renal failure,PRINSTON PHARMACEUTICAL,0
624,Renal failure,CIPLA,0
625,Renal failure,TEVA,0
626,Renal failure,LEUCADIA PHARMACEUTICALS,0
627,Renal failure,BIONPHARMA,0
628,Renal failure,VALU MERCHANDISERS COMPANY,0
629,Renal failure,FAMILY DOLLAR,0
630,Sinus disorder,RANBAXY,0
631,Sinus disorder,NOVARTIS,0
632,Sinus disorder,JOHNSON AND JOHNSON,7
633,Sinus disorder,AUROBINDO,0
634,Sinus disorder,APOTEX,2
635,Sinus disorder,VIIV,0
636,Sinus disorder,GLAXOSMITHKLINE,0
637,Sinus disorder,MALLINCKRODT,0
638,Sinus disorder,MYLAN,0
639,Sinus disorder,PERRIGO,1
640,Sinus disorder,B BRAUN,0
641,Sinus disorder,FDA-CTU,0
642,Sinus disorder,FRESENIUS KABI,0
643,Sinus disorder,BAXTER,0
644,Sinus disorder,GRANULES INDIA,0
645,Sinus disorder,ASPIRO PHARMA,0
646,Sinus disorder,LEO PHARM,0
647,Sinus disorder,EMCURE,0
648,Sinus disorder,DEXCEL,0
649,Sinus disorder,TARO,0
650,Sinus disorder,MARKSANS,0
651,Sinus disorder,RISING PHARMACEUTICALS,0
652,Sinus disorder,ZYDUS PHARM,0
653,Sinus disorder,PRINSTON PHARMACEUTICAL,0
654,Sinus disorder,CIPLA,0
655,Sinus disorder,TEVA,0
656,Sinus disorder,LEUCADIA PHARMACEUTICALS,0
657,Sinus disorder,BIONPHARMA,0
658,Sinus disorder,VALU MERCHANDISERS COMPANY,0
659,Sinus disorder,FAMILY DOLLAR,0
660,Transplant dysfunction,RANBAXY,0
661,Transplant dysfunction,NOVARTIS,0
662,Transplant dysfunction,JOHNSON AND JOHNSON,0
663,Transplant dysfunction,AUROBINDO,0
664,Transplant dysfunction,APOTEX,0
665,Transplant dysfunction,VIIV,0
666,Transplant dysfunction,GLAXOSMITHKLINE,0
667,Transplant dysfunction,MALLINCKRODT,0
668,Transplant dysfunction,MYLAN,0
669,Transplant dysfunction,PERRIGO,1
670,Transplant dysfunction,B BRAUN,0
671,Transplant dysfunction,FDA-CTU,0
672,Transplant dysfunction,FRESENIUS KABI,0
673,Transplant dysfunction,BAXTER,0
674,Transplant dysfunction,GRANULES INDIA,0
675,Transplant dysfunction,ASPIRO PHARMA,0
676,Transplant dysfunction,LEO PHARM,0
677,Transplant dysfunction,EMCURE,0
678,Transplant dysfunction,DEXCEL,0
679,Transplant dysfunction,TARO,0
680,Transplant dysfunction,MARKSANS,0
681,Transplant dysfunction,RISING PHARMACEUTICALS,0
682,Transplant dysfunction,ZYDUS PHARM,0
683,Transplant dysfunction,PRINSTON PHARMACEUTICAL,0
684,Transplant dysfunction,CIPLA,0
685,Transplant dysfunction,TEVA,0
686,Transplant dysfunction,LEUCADIA PHARMACEUTICALS,0
687,Transplant dysfunction,BIONPHARMA,0
688,Transplant dysfunction,VALU MERCHANDISERS COMPANY,0
689,Transplant dysfunction,FAMILY DOLLAR,0
690,Venoocclusive liver disease,RANBAXY,0
691,Venoocclusive liver disease,NOVARTIS,0
692,Venoocclusive liver disease,JOHNSON AND JOHNSON,0
693,Venoocclusive liver disease,AUROBINDO,0
694,Venoocclusive liver disease,APOTEX,0
695,Venoocclusive liver disease,VIIV,0
696,Venoocclusive liver disease,GLAXOSMITHKLINE,0
697,Venoocclusive liver disease,MALLINCKRODT,0
698,Venoocclusive liver disease,MYLAN,0
699,Venoocclusive liver disease,PERRIGO,1
700,Venoocclusive liver disease,B BRAUN,0
701,Venoocclusive liver disease,FDA-CTU,0
702,Venoocclusive liver disease,FRESENIUS KABI,0
703,Venoocclusive liver disease,BAXTER,0
704,Venoocclusive liver disease,GRANULES INDIA,0
705,Venoocclusive liver disease,ASPIRO PHARMA,0
706,Venoocclusive liver disease,LEO PHARM,0
707,Venoocclusive liver disease,EMCURE,0
708,Venoocclusive liver disease,DEXCEL,0
709,Venoocclusive liver disease,TARO,0
710,Venoocclusive liver disease,MARKSANS,0
711,Venoocclusive liver disease,RISING PHARMACEUTICALS,0
712,Venoocclusive liver disease,ZYDUS PHARM,0
713,Venoocclusive liver disease,PRINSTON PHARMACEUTICAL,0
714,Venoocclusive liver disease,CIPLA,0
715,Venoocclusive liver disease,TEVA,0
716,Venoocclusive liver disease,LEUCADIA PHARMACEUTICALS,0
717,Venoocclusive liver disease,BIONPHARMA,0
718,Venoocclusive liver disease,VALU MERCHANDISERS COMPANY,0
719,Venoocclusive liver disease,FAMILY DOLLAR,0
720,Abscess,RANBAXY,0
721,Abscess,NOVARTIS,0
722,Abscess,JOHNSON AND JOHNSON,0
723,Abscess,AUROBINDO,0
724,Abscess,APOTEX,0
725,Abscess,VIIV,0
726,Abscess,GLAXOSMITHKLINE,0
727,Abscess,MALLINCKRODT,0
728,Abscess,MYLAN,0
729,Abscess,PERRIGO,1
730,Abscess,B BRAUN,0
731,Abscess,FDA-CTU,0
732,Abscess,FRESENIUS KABI,0
733,Abscess,BAXTER,0
734,Abscess,GRANULES INDIA,0
735,Abscess,ASPIRO PHARMA,0
736,Abscess,LEO PHARM,0
737,Abscess,EMCURE,0
738,Abscess,DEXCEL,0
739,Abscess,TARO,0
740,Abscess,MARKSANS,0
741,Abscess,RISING PHARMACEUTICALS,0
742,Abscess,ZYDUS PHARM,0
743,Abscess,PRINSTON PHARMACEUTICAL,0
744,Abscess,CIPLA,0
745,Abscess,TEVA,0
746,Abscess,LEUCADIA PHARMACEUTICALS,0
747,Abscess,BIONPHARMA,0
748,Abscess,VALU MERCHANDISERS COMPANY,0
749,Abscess,FAMILY DOLLAR,0
750,Hepatectomy,RANBAXY,0
751,Hepatectomy,NOVARTIS,0
752,Hepatectomy,JOHNSON AND JOHNSON,0
753,Hepatectomy,AUROBINDO,0
754,Hepatectomy,APOTEX,0
755,Hepatectomy,VIIV,0
756,Hepatectomy,GLAXOSMITHKLINE,0
757,Hepatectomy,MALLINCKRODT,0
758,Hepatectomy,MYLAN,0
759,Hepatectomy,PERRIGO,1
760,Hepatectomy,B BRAUN,0
761,Hepatectomy,FDA-CTU,0
762,Hepatectomy,FRESENIUS KABI,0
763,Hepatectomy,BAXTER,0
764,Hepatectomy,GRANULES INDIA,0
765,Hepatectomy,ASPIRO PHARMA,0
766,Hepatectomy,LEO PHARM,0
767,Hepatectomy,EMCURE,0
768,Hepatectomy,DEXCEL,0
769,Hepatectomy,TARO,0
770,Hepatectomy,MARKSANS,0
771,Hepatectomy,RISING PHARMACEUTICALS,0
772,Hepatectomy,ZYDUS PHARM,0
773,Hepatectomy,PRINSTON PHARMACEUTICAL,0
774,Hepatectomy,CIPLA,0
775,Hepatectomy,TEVA,0
776,Hepatectomy,LEUCADIA PHARMACEUTICALS,0
777,Hepatectomy,BIONPHARMA,0
778,Hepatectomy,VALU MERCHANDISERS COMPANY,0
779,Hepatectomy,FAMILY DOLLAR,0
780,Abscess drainage,RANBAXY,0
781,Abscess drainage,NOVARTIS,0
782,Abscess drainage,JOHNSON AND JOHNSON,0
783,Abscess drainage,AUROBINDO,0
784,Abscess drainage,APOTEX,0
785,Abscess drainage,VIIV,0
786,Abscess drainage,GLAXOSMITHKLINE,0
787,Abscess drainage,MALLINCKRODT,0
788,Abscess drainage,MYLAN,0
789,Abscess drainage,PERRIGO,1
790,Abscess drainage,B BRAUN,0
791,Abscess drainage,FDA-CTU,0
792,Abscess drainage,FRESENIUS KABI,0
793,Abscess drainage,BAXTER,0
794,Abscess drainage,GRANULES INDIA,0
795,Abscess drainage,ASPIRO PHARMA,0
796,Abscess drainage,LEO PHARM,0
797,Abscess drainage,EMCURE,0
798,Abscess drainage,DEXCEL,0
799,Abscess drainage,TARO,0
800,Abscess drainage,MARKSANS,0
801,Abscess drainage,RISING PHARMACEUTICALS,0
802,Abscess drainage,ZYDUS PHARM,0
803,Abscess drainage,PRINSTON PHARMACEUTICAL,0
804,Abscess drainage,CIPLA,0
805,Abscess drainage,TEVA,0
806,Abscess drainage,LEUCADIA PHARMACEUTICALS,0
807,Abscess drainage,BIONPHARMA,0
808,Abscess drainage,VALU MERCHANDISERS COMPANY,0
809,Abscess drainage,FAMILY DOLLAR,0
810,Liver abscess,RANBAXY,0
811,Liver abscess,NOVARTIS,0
812,Liver abscess,JOHNSON AND JOHNSON,0
813,Liver abscess,AUROBINDO,0
814,Liver abscess,APOTEX,0
815,Liver abscess,VIIV,0
816,Liver abscess,GLAXOSMITHKLINE,0
817,Liver abscess,MALLINCKRODT,0
818,Liver abscess,MYLAN,0
819,Liver abscess,PERRIGO,1
820,Liver abscess,B BRAUN,0
821,Liver abscess,FDA-CTU,0
822,Liver abscess,FRESENIUS KABI,0
823,Liver abscess,BAXTER,0
824,Liver abscess,GRANULES INDIA,0
825,Liver abscess,ASPIRO PHARMA,0
826,Liver abscess,LEO PHARM,0
827,Liver abscess,EMCURE,0
828,Liver abscess,DEXCEL,0
829,Liver abscess,TARO,0
830,Liver abscess,MARKSANS,0
831,Liver abscess,RISING PHARMACEUTICALS,0
832,Liver abscess,ZYDUS PHARM,0
833,Liver abscess,PRINSTON PHARMACEUTICAL,0
834,Liver abscess,CIPLA,0
835,Liver abscess,TEVA,0
836,Liver abscess,LEUCADIA PHARMACEUTICALS,0
837,Liver abscess,BIONPHARMA,0
838,Liver abscess,VALU MERCHANDISERS COMPANY,0
839,Liver abscess,FAMILY DOLLAR,0
840,Completed suicide,RANBAXY,1
841,Completed suicide,NOVARTIS,1
842,Completed suicide,JOHNSON AND JOHNSON,63
843,Completed suicide,AUROBINDO,1
844,Completed suicide,APOTEX,98
845,Completed suicide,VIIV,0
846,Completed suicide,GLAXOSMITHKLINE,11
847,Completed suicide,MALLINCKRODT,0
848,Completed suicide,MYLAN,0
849,Completed suicide,PERRIGO,0
850,Completed suicide,B BRAUN,0
851,Completed suicide,FDA-CTU,0
852,Completed suicide,FRESENIUS KABI,0
853,Completed suicide,BAXTER,0
854,Completed suicide,GRANULES INDIA,0
855,Completed suicide,ASPIRO PHARMA,0
856,Completed suicide,LEO PHARM,0
857,Completed suicide,EMCURE,0
858,Completed suicide,DEXCEL,0
859,Completed suicide,TARO,0
860,Completed suicide,MARKSANS,0
861,Completed suicide,RISING PHARMACEUTICALS,0
862,Completed suicide,ZYDUS PHARM,0
863,Completed suicide,PRINSTON PHARMACEUTICAL,0
864,Completed suicide,CIPLA,0
865,Completed suicide,TEVA,0
866,Completed suicide,LEUCADIA PHARMACEUTICALS,0
867,Completed suicide,BIONPHARMA,0
868,Completed suicide,VALU MERCHANDISERS COMPANY,0
869,Completed suicide,FAMILY DOLLAR,0
870,Acute kidney injury,RANBAXY,21
871,Acute kidney injury,NOVARTIS,27
872,Acute kidney injury,JOHNSON AND JOHNSON,22
873,Acute kidney injury,AUROBINDO,29
874,Acute kidney injury,APOTEX,10
875,Acute kidney injury,VIIV,0
876,Acute kidney injury,GLAXOSMITHKLINE,4
877,Acute kidney injury,MALLINCKRODT,1
878,Acute kidney injury,MYLAN,17
879,Acute kidney injury,PERRIGO,7
880,Acute kidney injury,B BRAUN,8
881,Acute kidney injury,FDA-CTU,0
882,Acute kidney injury,FRESENIUS KABI,7
883,Acute kidney injury,BAXTER,0
884,Acute kidney injury,GRANULES INDIA,2
885,Acute kidney injury,ASPIRO PHARMA,0
886,Acute kidney injury,LEO PHARM,0
887,Acute kidney injury,EMCURE,1
888,Acute kidney injury,DEXCEL,0
889,Acute kidney injury,TARO,0
890,Acute kidney injury,MARKSANS,0
891,Acute kidney injury,RISING PHARMACEUTICALS,1
892,Acute kidney injury,ZYDUS PHARM,0
893,Acute kidney injury,PRINSTON PHARMACEUTICAL,0
894,Acute kidney injury,CIPLA,0
895,Acute kidney injury,TEVA,0
896,Acute kidney injury,LEUCADIA PHARMACEUTICALS,0
897,Acute kidney injury,BIONPHARMA,0
898,Acute kidney injury,VALU MERCHANDISERS COMPANY,0
899,Acute kidney injury,FAMILY DOLLAR,0
900,Gastrointestinal haemorrhage,RANBAXY,2
901,Gastrointestinal haemorrhage,NOVARTIS,3
902,Gastrointestinal haemorrhage,JOHNSON AND JOHNSON,3
903,Gastrointestinal haemorrhage,AUROBINDO,4
904,Gastrointestinal haemorrhage,APOTEX,2
905,Gastrointestinal haemorrhage,VIIV,0
906,Gastrointestinal haemorrhage,GLAXOSMITHKLINE,0
907,Gastrointestinal haemorrhage,MALLINCKRODT,0
908,Gastrointestinal haemorrhage,MYLAN,0
909,Gastrointestinal haemorrhage,PERRIGO,2
910,Gastrointestinal haemorrhage,B BRAUN,0
911,Gastrointestinal haemorrhage,FDA-CTU,0
912,Gastrointestinal haemorrhage,FRESENIUS KABI,0
913,Gastrointestinal haemorrhage,BAXTER,0
914,Gastrointestinal haemorrhage,GRANULES INDIA,0
915,Gastrointestinal haemorrhage,ASPIRO PHARMA,0
916,Gastrointestinal haemorrhage,LEO PHARM,0
917,Gastrointestinal haemorrhage,EMCURE,0
918,Gastrointestinal haemorrhage,DEXCEL,0
919,Gastrointestinal haemorrhage,TARO,0
920,Gastrointestinal haemorrhage,MARKSANS,0
921,Gastrointestinal haemorrhage,RISING PHARMACEUTICALS,0
922,Gastrointestinal haemorrhage,ZYDUS PHARM,0
923,Gastrointestinal haemorrhage,PRINSTON PHARMACEUTICAL,0
924,Gastrointestinal haemorrhage,CIPLA,0
925,Gastrointestinal haemorrhage,TEVA,0
926,Gastrointestinal haemorrhage,LEUCADIA PHARMACEUTICALS,0
927,Gastrointestinal haemorrhage,BIONPHARMA,0
928,Gastrointestinal haemorrhage,VALU MERCHANDISERS COMPANY,0
929,Gastrointestinal haemorrhage,FAMILY DOLLAR,0
930,Hepatic encephalopathy,RANBAXY,1
931,Hepatic encephalopathy,NOVARTIS,1
932,Hepatic encephalopathy,JOHNSON AND JOHNSON,6
933,Hepatic encephalopathy,AUROBINDO,2
934,Hepatic encephalopathy,APOTEX,24
935,Hepatic encephalopathy,VIIV,0
936,Hepatic encephalopathy,GLAXOSMITHKLINE,0
937,Hepatic encephalopathy,MALLINCKRODT,0
938,Hepatic encephalopathy,MYLAN,0
939,Hepatic encephalopathy,PERRIGO,0
940,Hepatic encephalopathy,B BRAUN,0
941,Hepatic encephalopathy,FDA-CTU,0
942,Hepatic encephalopathy,FRESENIUS KABI,0
943,Hepatic encephalopathy,BAXTER,0
944,Hepatic encephalopathy,GRANULES INDIA,1
945,Hepatic encephalopathy,ASPIRO PHARMA,1
946,Hepatic encephalopathy,LEO PHARM,0
947,Hepatic encephalopathy,EMCURE,0
948,Hepatic encephalopathy,DEXCEL,0
949,Hepatic encephalopathy,TARO,1
950,Hepatic encephalopathy,MARKSANS,0
951,Hepatic encephalopathy,RISING PHARMACEUTICALS,0
952,Hepatic encephalopathy,ZYDUS PHARM,0
953,Hepatic encephalopathy,PRINSTON PHARMACEUTICAL,0
954,Hepatic encephalopathy,CIPLA,0
955,Hepatic encephalopathy,TEVA,0
956,Hepatic encephalopathy,LEUCADIA PHARMACEUTICALS,0
957,Hepatic encephalopathy,BIONPHARMA,0
958,Hepatic encephalopathy,VALU MERCHANDISERS COMPANY,0
959,Hepatic encephalopathy,FAMILY DOLLAR,0
960,Hepatitis E,RANBAXY,0
961,Hepatitis E,NOVARTIS,1
962,Hepatitis E,JOHNSON AND JOHNSON,0
963,Hepatitis E,AUROBINDO,1
964,Hepatitis E,APOTEX,0
965,Hepatitis E,VIIV,0
966,Hepatitis E,GLAXOSMITHKLINE,0
967,Hepatitis E,MALLINCKRODT,0
968,Hepatitis E,MYLAN,0
969,Hepatitis E,PERRIGO,0
970,Hepatitis E,B BRAUN,0
971,Hepatitis E,FDA-CTU,0
972,Hepatitis E,FRESENIUS KABI,0
973,Hepatitis E,BAXTER,0
974,Hepatitis E,GRANULES INDIA,0
975,Hepatitis E,ASPIRO PHARMA,0
976,Hepatitis E,LEO PHARM,0
977,Hepatitis E,EMCURE,0
978,Hepatitis E,DEXCEL,0
979,Hepatitis E,TARO,0
980,Hepatitis E,MARKSANS,0
981,Hepatitis E,RISING PHARMACEUTICALS,0
982,Hepatitis E,ZYDUS PHARM,0
983,Hepatitis E,PRINSTON PHARMACEUTICAL,0
984,Hepatitis E,CIPLA,0
985,Hepatitis E,TEVA,0
986,Hepatitis E,LEUCADIA PHARMACEUTICALS,0
987,Hepatitis E,BIONPHARMA,0
988,Hepatitis E,VALU MERCHANDISERS COMPANY,0
989,Hepatitis E,FAMILY DOLLAR,0
990,Hepatitis fulminant,RANBAXY,5
991,Hepatitis fulminant,NOVARTIS,6
992,Hepatitis fulminant,JOHNSON AND JOHNSON,2
993,Hepatitis fulminant,AUROBINDO,7
994,Hepatitis fulminant,APOTEX,0
995,Hepatitis fulminant,VIIV,0
996,Hepatitis fulminant,GLAXOSMITHKLINE,0
997,Hepatitis fulminant,MALLINCKRODT,0
998,Hepatitis fulminant,MYLAN,6
999,Hepatitis fulminant,PERRIGO,0
1000,Hepatitis fulminant,B BRAUN,0
1001,Hepatitis fulminant,FDA-CTU,0
1002,Hepatitis fulminant,FRESENIUS KABI,2
1003,Hepatitis fulminant,BAXTER,0
1004,Hepatitis fulminant,GRANULES INDIA,0
1005,Hepatitis fulminant,ASPIRO PHARMA,0
1006,Hepatitis fulminant,LEO PHARM,0
1007,Hepatitis fulminant,EMCURE,0
1008,Hepatitis fulminant,DEXCEL,0
1009,Hepatitis fulminant,TARO,0
1010,Hepatitis fulminant,MARKSANS,0
1011,Hepatitis fulminant,RISING PHARMACEUTICALS,0
1012,Hepatitis fulminant,ZYDUS PHARM,1
1013,Hepatitis fulminant,PRINSTON PHARMACEUTICAL,0
1014,Hepatitis fulminant,CIPLA,0
1015,Hepatitis fulminant,TEVA,0
1016,Hepatitis fulminant,LEUCADIA PHARMACEUTICALS,0
1017,Hepatitis fulminant,BIONPHARMA,0
1018,Hepatitis fulminant,VALU MERCHANDISERS COMPANY,0
1019,Hepatitis fulminant,FAMILY DOLLAR,0
1020,Hypovolaemic shock,RANBAXY,0
1021,Hypovolaemic shock,NOVARTIS,1
1022,Hypovolaemic shock,JOHNSON AND JOHNSON,0
1023,Hypovolaemic shock,AUROBINDO,1
1024,Hypovolaemic shock,APOTEX,0
1025,Hypovolaemic shock,VIIV,0
1026,Hypovolaemic shock,GLAXOSMITHKLINE,0
1027,Hypovolaemic shock,MALLINCKRODT,0
1028,Hypovolaemic shock,MYLAN,0
1029,Hypovolaemic shock,PERRIGO,0
1030,Hypovolaemic shock,B BRAUN,0
1031,Hypovolaemic shock,FDA-CTU,0
1032,Hypovolaemic shock,FRESENIUS KABI,0
1033,Hypovolaemic shock,BAXTER,0
1034,Hypovolaemic shock,GRANULES INDIA,0
1035,Hypovolaemic shock,ASPIRO PHARMA,0
1036,Hypovolaemic shock,LEO PHARM,0
1037,Hypovolaemic shock,EMCURE,0
1038,Hypovolaemic shock,DEXCEL,0
1039,Hypovolaemic shock,TARO,0
1040,Hypovolaemic shock,MARKSANS,0
1041,Hypovolaemic shock,RISING PHARMACEUTICALS,0
1042,Hypovolaemic shock,ZYDUS PHARM,0
1043,Hypovolaemic shock,PRINSTON PHARMACEUTICAL,0
1044,Hypovolaemic shock,CIPLA,0
1045,Hypovolaemic shock,TEVA,0
1046,Hypovolaemic shock,LEUCADIA PHARMACEUTICALS,0
1047,Hypovolaemic shock,BIONPHARMA,0
1048,Hypovolaemic shock,VALU MERCHANDISERS COMPANY,0
1049,Hypovolaemic shock,FAMILY DOLLAR,0
1050,Jaundice,RANBAXY,2
1051,Jaundice,NOVARTIS,6
1052,Jaundice,JOHNSON AND JOHNSON,2
1053,Jaundice,AUROBINDO,7
1054,Jaundice,APOTEX,1
1055,Jaundice,VIIV,0
1056,Jaundice,GLAXOSMITHKLINE,2
1057,Jaundice,MALLINCKRODT,0
1058,Jaundice,MYLAN,1
1059,Jaundice,PERRIGO,1
1060,Jaundice,B BRAUN,0
1061,Jaundice,FDA-CTU,0
1062,Jaundice,FRESENIUS KABI,0
1063,Jaundice,BAXTER,0
1064,Jaundice,GRANULES INDIA,0
1065,Jaundice,ASPIRO PHARMA,0
1066,Jaundice,LEO PHARM,0
1067,Jaundice,EMCURE,0
1068,Jaundice,DEXCEL,0
1069,Jaundice,TARO,0
1070,Jaundice,MARKSANS,0
1071,Jaundice,RISING PHARMACEUTICALS,0
1072,Jaundice,ZYDUS PHARM,0
1073,Jaundice,PRINSTON PHARMACEUTICAL,0
1074,Jaundice,CIPLA,0
1075,Jaundice,TEVA,0
1076,Jaundice,LEUCADIA PHARMACEUTICALS,0
1077,Jaundice,BIONPHARMA,0
1078,Jaundice,VALU MERCHANDISERS COMPANY,0
1079,Jaundice,FAMILY DOLLAR,0
1080,Pyrexia,RANBAXY,4
1081,Pyrexia,NOVARTIS,20
1082,Pyrexia,JOHNSON AND JOHNSON,30
1083,Pyrexia,AUROBINDO,25
1084,Pyrexia,APOTEX,7
1085,Pyrexia,VIIV,0
1086,Pyrexia,GLAXOSMITHKLINE,10
1087,Pyrexia,MALLINCKRODT,0
1088,Pyrexia,MYLAN,20
1089,Pyrexia,PERRIGO,5
1090,Pyrexia,B BRAUN,6
1091,Pyrexia,FDA-CTU,1
1092,Pyrexia,FRESENIUS KABI,3
1093,Pyrexia,BAXTER,1
1094,Pyrexia,GRANULES INDIA,0
1095,Pyrexia,ASPIRO PHARMA,0
1096,Pyrexia,LEO PHARM,0
1097,Pyrexia,EMCURE,0
1098,Pyrexia,DEXCEL,0
1099,Pyrexia,TARO,0
1100,Pyrexia,MARKSANS,0
1101,Pyrexia,RISING PHARMACEUTICALS,0
1102,Pyrexia,ZYDUS PHARM,0
1103,Pyrexia,PRINSTON PHARMACEUTICAL,0
1104,Pyrexia,CIPLA,0
1105,Pyrexia,TEVA,0
1106,Pyrexia,LEUCADIA PHARMACEUTICALS,0
1107,Pyrexia,BIONPHARMA,0
1108,Pyrexia,VALU MERCHANDISERS COMPANY,0
1109,Pyrexia,FAMILY DOLLAR,0
1110,Somnolence,RANBAXY,16
1111,Somnolence,NOVARTIS,22
1112,Somnolence,JOHNSON AND JOHNSON,45
1113,Somnolence,AUROBINDO,25
1114,Somnolence,APOTEX,9
1115,Somnolence,VIIV,0
1116,Somnolence,GLAXOSMITHKLINE,7
1117,Somnolence,MALLINCKRODT,0
1118,Somnolence,MYLAN,14
1119,Somnolence,PERRIGO,9
1120,Somnolence,B BRAUN,4
1121,Somnolence,FDA-CTU,2
1122,Somnolence,FRESENIUS KABI,0
1123,Somnolence,BAXTER,2
1124,Somnolence,GRANULES INDIA,0
1125,Somnolence,ASPIRO PHARMA,0
1126,Somnolence,LEO PHARM,0
1127,Somnolence,EMCURE,0
1128,Somnolence,DEXCEL,0
1129,Somnolence,TARO,0
1130,Somnolence,MARKSANS,0
1131,Somnolence,RISING PHARMACEUTICALS,0
1132,Somnolence,ZYDUS PHARM,1
1133,Somnolence,PRINSTON PHARMACEUTICAL,0
1134,Somnolence,CIPLA,0
1135,Somnolence,TEVA,0
1136,Somnolence,LEUCADIA PHARMACEUTICALS,0
1137,Somnolence,BIONPHARMA,0
1138,Somnolence,VALU MERCHANDISERS COMPANY,0
1139,Somnolence,FAMILY DOLLAR,0
1140,Aphasia,RANBAXY,0
1141,Aphasia,NOVARTIS,2
1142,Aphasia,JOHNSON AND JOHNSON,2
1143,Aphasia,AUROBINDO,6
1144,Aphasia,APOTEX,2
1145,Aphasia,VIIV,0
1146,Aphasia,GLAXOSMITHKLINE,1
1147,Aphasia,MALLINCKRODT,0
1148,Aphasia,MYLAN,0
1149,Aphasia,PERRIGO,2
1150,Aphasia,B BRAUN,0
1151,Aphasia,FDA-CTU,0
1152,Aphasia,FRESENIUS KABI,0
1153,Aphasia,BAXTER,0
1154,Aphasia,GRANULES INDIA,0
1155,Aphasia,ASPIRO PHARMA,0
1156,Aphasia,LEO PHARM,0
1157,Aphasia,EMCURE,0
1158,Aphasia,DEXCEL,0
1159,Aphasia,TARO,0
1160,Aphasia,MARKSANS,0
1161,Aphasia,RISING PHARMACEUTICALS,0
1162,Aphasia,ZYDUS PHARM,0
1163,Aphasia,PRINSTON PHARMACEUTICAL,0
1164,Aphasia,CIPLA,0
1165,Aphasia,TEVA,0
1166,Aphasia,LEUCADIA PHARMACEUTICALS,0
1167,Aphasia,BIONPHARMA,0
1168,Aphasia,VALU MERCHANDISERS COMPANY,0
1169,Aphasia,FAMILY DOLLAR,0
1170,Dependence,RANBAXY,0
1171,Dependence,NOVARTIS,2
1172,Dependence,JOHNSON AND JOHNSON,0
1173,Dependence,AUROBINDO,7
1174,Dependence,APOTEX,1
1175,Dependence,VIIV,0
1176,Dependence,GLAXOSMITHKLINE,0
1177,Dependence,MALLINCKRODT,0
1178,Dependence,MYLAN,0
1179,Dependence,PERRIGO,2
1180,Dependence,B BRAUN,0
1181,Dependence,FDA-CTU,0
1182,Dependence,FRESENIUS KABI,0
1183,Dependence,BAXTER,0
1184,Dependence,GRANULES INDIA,0
1185,Dependence,ASPIRO PHARMA,0
1186,Dependence,LEO PHARM,0
1187,Dependence,EMCURE,0
1188,Dependence,DEXCEL,0
1189,Dependence,TARO,0
1190,Dependence,MARKSANS,0
1191,Dependence,RISING PHARMACEUTICALS,0
1192,Dependence,ZYDUS PHARM,0
1193,Dependence,PRINSTON PHARMACEUTICAL,0
1194,Dependence,CIPLA,0
1195,Dependence,TEVA,0
1196,Dependence,LEUCADIA PHARMACEUTICALS,0
1197,Dependence,BIONPHARMA,0
1198,Dependence,VALU MERCHANDISERS COMPANY,0
1199,Dependence,FAMILY DOLLAR,0
1200,Developmental delay,RANBAXY,0
1201,Developmental delay,NOVARTIS,2
1202,Developmental delay,JOHNSON AND JOHNSON,3
1203,Developmental delay,AUROBINDO,7
1204,Developmental delay,APOTEX,1
1205,Developmental delay,VIIV,0
1206,Developmental delay,GLAXOSMITHKLINE,0
1207,Developmental delay,MALLINCKRODT,0
1208,Developmental delay,MYLAN,0
1209,Developmental delay,PERRIGO,3
1210,Developmental delay,B BRAUN,0
1211,Developmental delay,FDA-CTU,0
1212,Developmental delay,FRESENIUS KABI,0
1213,Developmental delay,BAXTER,0
1214,Developmental delay,GRANULES INDIA,0
1215,Developmental delay,ASPIRO PHARMA,0
1216,Developmental delay,LEO PHARM,0
1217,Developmental delay,EMCURE,0
1218,Developmental delay,DEXCEL,0
1219,Developmental delay,TARO,0
1220,Developmental delay,MARKSANS,0
1221,Developmental delay,RISING PHARMACEUTICALS,0
1222,Developmental delay,ZYDUS PHARM,0
1223,Developmental delay,PRINSTON PHARMACEUTICAL,0
1224,Developmental delay,CIPLA,0
1225,Developmental delay,TEVA,0
1226,Developmental delay,LEUCADIA PHARMACEUTICALS,0
1227,Developmental delay,BIONPHARMA,0
1228,Developmental delay,VALU MERCHANDISERS COMPANY,0
1229,Developmental delay,FAMILY DOLLAR,0
1230,Foetal exposure during pregnancy,RANBAXY,11
1231,Foetal exposure during pregnancy,NOVARTIS,8
1232,Foetal exposure during pregnancy,JOHNSON AND JOHNSON,31
1233,Foetal exposure during pregnancy,AUROBINDO,13
1234,Foetal exposure during pregnancy,APOTEX,1
1235,Foetal exposure during pregnancy,VIIV,0
1236,Foetal exposure during pregnancy,GLAXOSMITHKLINE,1
1237,Foetal exposure during pregnancy,MALLINCKRODT,1
1238,Foetal exposure during pregnancy,MYLAN,2
1239,Foetal exposure during pregnancy,PERRIGO,23
1240,Foetal exposure during pregnancy,B BRAUN,2
1241,Foetal exposure during pregnancy,FDA-CTU,4
1242,Foetal exposure during pregnancy,FRESENIUS KABI,0
1243,Foetal exposure during pregnancy,BAXTER,0
