,Adverse Event,Age_Grp,Count
693,Temperature intolerance,Unknown Age,0
694,Temperature intolerance,under 1 year old,0
695,Temperature intolerance,1 to 13 years old,0
696,Temperature intolerance,13 to 18 years old,0
697,Temperature intolerance,18 to 40,0
698,Temperature intolerance,18 to 65 years old,1
699,Temperature intolerance,over 65 years old,0
700,Tooth abscess,Unknown Age,0
701,Tooth abscess,under 1 year old,0
702,Tooth abscess,1 to 13 years old,0
703,Tooth abscess,13 to 18 years old,0
704,Tooth abscess,18 to 40,0
705,Tooth abscess,18 to 65 years old,1
706,Tooth abscess,over 65 years old,0
707,Urticaria,Unknown Age,14
708,Urticaria,under 1 year old,0
709,Urticaria,1 to 13 years old,4
710,Urticaria,13 to 18 years old,3
711,Urticaria,18 to 40,9
712,Urticaria,18 to 65 years old,9
713,Urticaria,over 65 years old,8
714,Weight decreased,Unknown Age,9
715,Weight decreased,under 1 year old,0
716,Weight decreased,1 to 13 years old,0
717,Weight decreased,13 to 18 years old,0
718,Weight decreased,18 to 40,4
719,Weight decreased,18 to 65 years old,10
720,Weight decreased,over 65 years old,4
721,Hepatic necrosis,Unknown Age,1
722,Hepatic necrosis,under 1 year old,0
723,Hepatic necrosis,1 to 13 years old,0
724,Hepatic necrosis,13 to 18 years old,0
725,Hepatic necrosis,18 to 40,1
726,Hepatic necrosis,18 to 65 years old,0
727,Hepatic necrosis,over 65 years old,2
728,Pneumonia,Unknown Age,9
729,Pneumonia,under 1 year old,0
730,Pneumonia,1 to 13 years old,0
731,Pneumonia,13 to 18 years old,2
732,Pneumonia,18 to 40,5
733,Pneumonia,18 to 65 years old,18
734,Pneumonia,over 65 years old,19
735,Foetal death,Unknown Age,3
736,Foetal death,under 1 year old,0
737,Foetal death,1 to 13 years old,0
738,Foetal death,13 to 18 years old,1
739,Foetal death,18 to 40,4
740,Foetal death,18 to 65 years old,0
741,Foetal death,over 65 years old,0
742,Hydrocephalus,Unknown Age,0
743,Hydrocephalus,under 1 year old,0
744,Hydrocephalus,1 to 13 years old,0
745,Hydrocephalus,13 to 18 years old,0
746,Hydrocephalus,18 to 40,3
747,Hydrocephalus,18 to 65 years old,0
748,Hydrocephalus,over 65 years old,0
749,Subarachnoid haemorrhage,Unknown Age,0
750,Subarachnoid haemorrhage,under 1 year old,0
751,Subarachnoid haemorrhage,1 to 13 years old,0
752,Subarachnoid haemorrhage,13 to 18 years old,0
753,Subarachnoid haemorrhage,18 to 40,3
754,Subarachnoid haemorrhage,18 to 65 years old,1
755,Subarachnoid haemorrhage,over 65 years old,0
756,Pneumonitis aspiration,Unknown Age,0
757,Pneumonitis aspiration,under 1 year old,0
758,Pneumonitis aspiration,1 to 13 years old,0
759,Pneumonitis aspiration,13 to 18 years old,0
760,Pneumonitis aspiration,18 to 40,0
761,Pneumonitis aspiration,18 to 65 years old,7
762,Pneumonitis aspiration,over 65 years old,0
763,Obliterative bronchiolitis,Unknown Age,0
764,Obliterative bronchiolitis,under 1 year old,0
765,Obliterative bronchiolitis,1 to 13 years old,2
766,Obliterative bronchiolitis,13 to 18 years old,0
767,Obliterative bronchiolitis,18 to 40,0
768,Obliterative bronchiolitis,18 to 65 years old,0
769,Obliterative bronchiolitis,over 65 years old,0
770,Overlap syndrome,Unknown Age,1
771,Overlap syndrome,under 1 year old,0
772,Overlap syndrome,1 to 13 years old,2
773,Overlap syndrome,13 to 18 years old,0
774,Overlap syndrome,18 to 40,0
775,Overlap syndrome,18 to 65 years old,0
776,Overlap syndrome,over 65 years old,0
777,Pancreatitis acute,Unknown Age,1
778,Pancreatitis acute,under 1 year old,0
779,Pancreatitis acute,1 to 13 years old,6
780,Pancreatitis acute,13 to 18 years old,4
781,Pancreatitis acute,18 to 40,0
782,Pancreatitis acute,18 to 65 years old,6
783,Pancreatitis acute,over 65 years old,2
784,Stevens-Johnson syndrome,Unknown Age,5
785,Stevens-Johnson syndrome,under 1 year old,1
786,Stevens-Johnson syndrome,1 to 13 years old,9
787,Stevens-Johnson syndrome,13 to 18 years old,0
788,Stevens-Johnson syndrome,18 to 40,2
789,Stevens-Johnson syndrome,18 to 65 years old,5
790,Stevens-Johnson syndrome,over 65 years old,4
791,Toxic epidermal necrolysis,Unknown Age,6
792,Toxic epidermal necrolysis,under 1 year old,3
793,Toxic epidermal necrolysis,1 to 13 years old,13
794,Toxic epidermal necrolysis,13 to 18 years old,0
795,Toxic epidermal necrolysis,18 to 40,14
796,Toxic epidermal necrolysis,18 to 65 years old,7
797,Toxic epidermal necrolysis,over 65 years old,10
798,Drug ineffective,Unknown Age,557
799,Drug ineffective,under 1 year old,2
800,Drug ineffective,1 to 13 years old,22
801,Drug ineffective,13 to 18 years old,11
802,Drug ineffective,18 to 40,64
803,Drug ineffective,18 to 65 years old,96
804,Drug ineffective,over 65 years old,79
805,No adverse event,Unknown Age,9
806,No adverse event,under 1 year old,0
807,No adverse event,1 to 13 years old,2
808,No adverse event,13 to 18 years old,10
809,No adverse event,18 to 40,6
810,No adverse event,18 to 65 years old,0
811,No adverse event,over 65 years old,0
812,Blood lactic acid increased,Unknown Age,1
813,Blood lactic acid increased,under 1 year old,0
814,Blood lactic acid increased,1 to 13 years old,6
815,Blood lactic acid increased,13 to 18 years old,2
816,Blood lactic acid increased,18 to 40,0
817,Blood lactic acid increased,18 to 65 years old,10
818,Blood lactic acid increased,over 65 years old,0
819,Blood pressure decreased,Unknown Age,3
820,Blood pressure decreased,under 1 year old,0
821,Blood pressure decreased,1 to 13 years old,0
822,Blood pressure decreased,13 to 18 years old,0
823,Blood pressure decreased,18 to 40,2
824,Blood pressure decreased,18 to 65 years old,4
825,Blood pressure decreased,over 65 years old,3
826,Ejection fraction decreased,Unknown Age,0
827,Ejection fraction decreased,under 1 year old,0
828,Ejection fraction decreased,1 to 13 years old,0
829,Ejection fraction decreased,13 to 18 years old,0
830,Ejection fraction decreased,18 to 40,0
831,Ejection fraction decreased,18 to 65 years old,1
832,Ejection fraction decreased,over 65 years old,0
833,Heart rate decreased,Unknown Age,0
834,Heart rate decreased,under 1 year old,0
835,Heart rate decreased,1 to 13 years old,0
836,Heart rate decreased,13 to 18 years old,0
837,Heart rate decreased,18 to 40,0
838,Heart rate decreased,18 to 65 years old,8
839,Heart rate decreased,over 65 years old,3
840,Hypokinesia,Unknown Age,1
841,Hypokinesia,under 1 year old,0
842,Hypokinesia,1 to 13 years old,0
843,Hypokinesia,13 to 18 years old,0
844,Hypokinesia,18 to 40,0
845,Hypokinesia,18 to 65 years old,2
846,Hypokinesia,over 65 years old,0
847,Loss of consciousness,Unknown Age,1
848,Loss of consciousness,under 1 year old,0
849,Loss of consciousness,1 to 13 years old,0
850,Loss of consciousness,13 to 18 years old,0
851,Loss of consciousness,18 to 40,8
852,Loss of consciousness,18 to 65 years old,22
853,Loss of consciousness,over 65 years old,7
854,Shock,Unknown Age,1
855,Shock,under 1 year old,0
856,Shock,1 to 13 years old,0
857,Shock,13 to 18 years old,1
858,Shock,18 to 40,1
859,Shock,18 to 65 years old,3
860,Shock,over 65 years old,0
861,Suicidal ideation,Unknown Age,2
862,Suicidal ideation,under 1 year old,0
863,Suicidal ideation,1 to 13 years old,0
864,Suicidal ideation,13 to 18 years old,10
865,Suicidal ideation,18 to 40,6
866,Suicidal ideation,18 to 65 years old,3
867,Suicidal ideation,over 65 years old,2
868,Cholangitis acute,Unknown Age,0
869,Cholangitis acute,under 1 year old,0
870,Cholangitis acute,1 to 13 years old,0
871,Cholangitis acute,13 to 18 years old,0
872,Cholangitis acute,18 to 40,0
873,Cholangitis acute,18 to 65 years old,1
874,Cholangitis acute,over 65 years old,0
875,Hepatic fibrosis,Unknown Age,1
876,Hepatic fibrosis,under 1 year old,0
877,Hepatic fibrosis,1 to 13 years old,0
878,Hepatic fibrosis,13 to 18 years old,0
879,Hepatic fibrosis,18 to 40,0
880,Hepatic fibrosis,18 to 65 years old,1
881,Hepatic fibrosis,over 65 years old,1
882,Hepatitis acute,Unknown Age,1
883,Hepatitis acute,under 1 year old,0
884,Hepatitis acute,1 to 13 years old,0
885,Hepatitis acute,13 to 18 years old,3
886,Hepatitis acute,18 to 40,11
887,Hepatitis acute,18 to 65 years old,6
888,Hepatitis acute,over 65 years old,4
889,Alcohol interaction,Unknown Age,0
890,Alcohol interaction,under 1 year old,0
891,Alcohol interaction,1 to 13 years old,0
892,Alcohol interaction,13 to 18 years old,0
893,Alcohol interaction,18 to 40,1
894,Alcohol interaction,18 to 65 years old,12
895,Alcohol interaction,over 65 years old,0
896,Anuria,Unknown Age,0
897,Anuria,under 1 year old,0
898,Anuria,1 to 13 years old,0
899,Anuria,13 to 18 years old,0
900,Anuria,18 to 40,2
901,Anuria,18 to 65 years old,2
902,Anuria,over 65 years old,0
903,Blood glucose decreased,Unknown Age,0
904,Blood glucose decreased,under 1 year old,0
905,Blood glucose decreased,1 to 13 years old,0
906,Blood glucose decreased,13 to 18 years old,0
907,Blood glucose decreased,18 to 40,0
908,Blood glucose decreased,18 to 65 years old,2
909,Blood glucose decreased,over 65 years old,0
910,Hypertension,Unknown Age,12
911,Hypertension,under 1 year old,0
912,Hypertension,1 to 13 years old,2
913,Hypertension,13 to 18 years old,0
914,Hypertension,18 to 40,1
915,Hypertension,18 to 65 years old,23
916,Hypertension,over 65 years old,11
917,Hypotension,Unknown Age,13
918,Hypotension,under 1 year old,0
919,Hypotension,1 to 13 years old,0
920,Hypotension,13 to 18 years old,7
921,Hypotension,18 to 40,26
922,Hypotension,18 to 65 years old,45
923,Hypotension,over 65 years old,27
924,Myocardial depression,Unknown Age,0
925,Myocardial depression,under 1 year old,0
926,Myocardial depression,1 to 13 years old,0
927,Myocardial depression,13 to 18 years old,0
928,Myocardial depression,18 to 40,0
929,Myocardial depression,18 to 65 years old,2
930,Myocardial depression,over 65 years old,0
931,Peripheral coldness,Unknown Age,1
932,Peripheral coldness,under 1 year old,0
933,Peripheral coldness,1 to 13 years old,0
934,Peripheral coldness,13 to 18 years old,2
935,Peripheral coldness,18 to 40,0
936,Peripheral coldness,18 to 65 years old,3
937,Peripheral coldness,over 65 years old,1
938,Peripheral vascular disorder,Unknown Age,0
939,Peripheral vascular disorder,under 1 year old,0
940,Peripheral vascular disorder,1 to 13 years old,0
941,Peripheral vascular disorder,13 to 18 years old,0
942,Peripheral vascular disorder,18 to 40,0
943,Peripheral vascular disorder,18 to 65 years old,2
944,Peripheral vascular disorder,over 65 years old,0
945,Seizure,Unknown Age,16
946,Seizure,under 1 year old,1
947,Seizure,1 to 13 years old,1
948,Seizure,13 to 18 years old,6
949,Seizure,18 to 40,8
950,Seizure,18 to 65 years old,14
951,Seizure,over 65 years old,1
952,Vasculitis,Unknown Age,0
953,Vasculitis,under 1 year old,0
954,Vasculitis,1 to 13 years old,2
955,Vasculitis,13 to 18 years old,0
956,Vasculitis,18 to 40,4
957,Vasculitis,18 to 65 years old,0
958,Vasculitis,over 65 years old,0
959,Bradycardia,Unknown Age,1
960,Bradycardia,under 1 year old,0
961,Bradycardia,1 to 13 years old,0
962,Bradycardia,13 to 18 years old,1
963,Bradycardia,18 to 40,12
964,Bradycardia,18 to 65 years old,4
965,Bradycardia,over 65 years old,8
966,Drug interaction,Unknown Age,17
967,Drug interaction,under 1 year old,0
968,Drug interaction,1 to 13 years old,1
969,Drug interaction,13 to 18 years old,6
970,Drug interaction,18 to 40,23
971,Drug interaction,18 to 65 years old,14
972,Drug interaction,over 65 years old,25
973,Drug level increased,Unknown Age,6
974,Drug level increased,under 1 year old,0
975,Drug level increased,1 to 13 years old,2
976,Drug level increased,13 to 18 years old,8
977,Drug level increased,18 to 40,11
978,Drug level increased,18 to 65 years old,6
979,Drug level increased,over 65 years old,3
980,Poisoning deliberate,Unknown Age,12
981,Poisoning deliberate,under 1 year old,0
982,Poisoning deliberate,1 to 13 years old,0
983,Poisoning deliberate,13 to 18 years old,34
984,Poisoning deliberate,18 to 40,44
985,Poisoning deliberate,18 to 65 years old,19
986,Poisoning deliberate,over 65 years old,15
987,Product use issue,Unknown Age,26
988,Product use issue,under 1 year old,1
989,Product use issue,1 to 13 years old,2
990,Product use issue,13 to 18 years old,7
991,Product use issue,18 to 40,6
992,Product use issue,18 to 65 years old,13
993,Product use issue,over 65 years old,6
994,Ductus arteriosus stenosis foetal,Unknown Age,2
995,Ductus arteriosus stenosis foetal,under 1 year old,0
996,Ductus arteriosus stenosis foetal,1 to 13 years old,0
997,Ductus arteriosus stenosis foetal,13 to 18 years old,0
998,Ductus arteriosus stenosis foetal,18 to 40,0
999,Ductus arteriosus stenosis foetal,18 to 65 years old,0
1000,Ductus arteriosus stenosis foetal,over 65 years old,0
1001,Live birth,Unknown Age,8
1002,Live birth,under 1 year old,0
1003,Live birth,1 to 13 years old,5
1004,Live birth,13 to 18 years old,1
1005,Live birth,18 to 40,6
1006,Live birth,18 to 65 years old,1
1007,Live birth,over 65 years old,0
1008,Low birth weight baby,Unknown Age,7
1009,Low birth weight baby,under 1 year old,1
1010,Low birth weight baby,1 to 13 years old,6
1011,Low birth weight baby,13 to 18 years old,0
1012,Low birth weight baby,18 to 40,0
1013,Low birth weight baby,18 to 65 years old,0
1014,Low birth weight baby,over 65 years old,0
1015,Neonatal respiratory distress,Unknown Age,5
1016,Neonatal respiratory distress,under 1 year old,0
1017,Neonatal respiratory distress,1 to 13 years old,0
1018,Neonatal respiratory distress,13 to 18 years old,0
1019,Neonatal respiratory distress,18 to 40,0
1020,Neonatal respiratory distress,18 to 65 years old,0
1021,Neonatal respiratory distress,over 65 years old,0
1022,Pulmonary hypertension,Unknown Age,2
1023,Pulmonary hypertension,under 1 year old,0
1024,Pulmonary hypertension,1 to 13 years old,0
1025,Pulmonary hypertension,13 to 18 years old,0
1026,Pulmonary hypertension,18 to 40,0
1027,Pulmonary hypertension,18 to 65 years old,1
1028,Pulmonary hypertension,over 65 years old,0
1029,Right ventricular hypertrophy,Unknown Age,2
1030,Right ventricular hypertrophy,under 1 year old,0
1031,Right ventricular hypertrophy,1 to 13 years old,0
1032,Right ventricular hypertrophy,13 to 18 years old,0
1033,Right ventricular hypertrophy,18 to 40,0
1034,Right ventricular hypertrophy,18 to 65 years old,0
1035,Right ventricular hypertrophy,over 65 years old,0
1036,Blood pressure systolic increased,Unknown Age,1
1037,Blood pressure systolic increased,under 1 year old,0
1038,Blood pressure systolic increased,1 to 13 years old,0
1039,Blood pressure systolic increased,13 to 18 years old,0
1040,Blood pressure systolic increased,18 to 40,0
1041,Blood pressure systolic increased,18 to 65 years old,5
1042,Blood pressure systolic increased,over 65 years old,4
1043,Bursitis,Unknown Age,2
1044,Bursitis,under 1 year old,0
1045,Bursitis,1 to 13 years old,0
1046,Bursitis,13 to 18 years old,0
1047,Bursitis,18 to 40,0
1048,Bursitis,18 to 65 years old,2
1049,Bursitis,over 65 years old,0
1050,Dizziness,Unknown Age,33
1051,Dizziness,under 1 year old,0
1052,Dizziness,1 to 13 years old,3
1053,Dizziness,13 to 18 years old,10
1054,Dizziness,18 to 40,15
1055,Dizziness,18 to 65 years old,16
1056,Dizziness,over 65 years old,29
1057,Haemoglobin increased,Unknown Age,1
1058,Haemoglobin increased,under 1 year old,0
1059,Haemoglobin increased,1 to 13 years old,0
1060,Haemoglobin increased,13 to 18 years old,0
1061,Haemoglobin increased,18 to 40,0
1062,Haemoglobin increased,18 to 65 years old,1
1063,Haemoglobin increased,over 65 years old,0
1064,Hand deformity,Unknown Age,3
1065,Hand deformity,under 1 year old,0
1066,Hand deformity,1 to 13 years old,0
1067,Hand deformity,13 to 18 years old,0
1068,Hand deformity,18 to 40,0
1069,Hand deformity,18 to 65 years old,7
1070,Hand deformity,over 65 years old,1
1071,Joint noise,Unknown Age,1
1072,Joint noise,under 1 year old,0
1073,Joint noise,1 to 13 years old,0
1074,Joint noise,13 to 18 years old,0
1075,Joint noise,18 to 40,0
1076,Joint noise,18 to 65 years old,1
1077,Joint noise,over 65 years old,0
1078,Joint swelling,Unknown Age,7
1079,Joint swelling,under 1 year old,0
1080,Joint swelling,1 to 13 years old,0
1081,Joint swelling,13 to 18 years old,0
1082,Joint swelling,18 to 40,0
1083,Joint swelling,18 to 65 years old,11
1084,Joint swelling,over 65 years old,3
1085,Muscle atrophy,Unknown Age,1
1086,Muscle atrophy,under 1 year old,0
1087,Muscle atrophy,1 to 13 years old,0
1088,Muscle atrophy,13 to 18 years old,0
1089,Muscle atrophy,18 to 40,0
1090,Muscle atrophy,18 to 65 years old,2
1091,Muscle atrophy,over 65 years old,0
1092,Musculoskeletal pain,Unknown Age,1
1093,Musculoskeletal pain,under 1 year old,0
1094,Musculoskeletal pain,1 to 13 years old,0
1095,Musculoskeletal pain,13 to 18 years old,0
1096,Musculoskeletal pain,18 to 40,5
1097,Musculoskeletal pain,18 to 65 years old,6
1098,Musculoskeletal pain,over 65 years old,0
1099,Nausea,Unknown Age,38
1100,Nausea,under 1 year old,1
1101,Nausea,1 to 13 years old,2
1102,Nausea,13 to 18 years old,39
1103,Nausea,18 to 40,68
1104,Nausea,18 to 65 years old,36
1105,Nausea,over 65 years old,48
1106,Osteoarthritis,Unknown Age,2
1107,Osteoarthritis,under 1 year old,0
1108,Osteoarthritis,1 to 13 years old,0
1109,Osteoarthritis,13 to 18 years old,0
1110,Osteoarthritis,18 to 40,0
1111,Osteoarthritis,18 to 65 years old,1
1112,Osteoarthritis,over 65 years old,0
1113,Osteoporosis,Unknown Age,2
1114,Osteoporosis,under 1 year old,0
1115,Osteoporosis,1 to 13 years old,0
1116,Osteoporosis,13 to 18 years old,0
1117,Osteoporosis,18 to 40,1
1118,Osteoporosis,18 to 65 years old,5
1119,Osteoporosis,over 65 years old,4
1120,Rheumatoid arthritis,Unknown Age,5
1121,Rheumatoid arthritis,under 1 year old,0
1122,Rheumatoid arthritis,1 to 13 years old,0
1123,Rheumatoid arthritis,13 to 18 years old,0
1124,Rheumatoid arthritis,18 to 40,0
1125,Rheumatoid arthritis,18 to 65 years old,16
1126,Rheumatoid arthritis,over 65 years old,6
1127,Rotator cuff syndrome,Unknown Age,1
1128,Rotator cuff syndrome,under 1 year old,0
1129,Rotator cuff syndrome,1 to 13 years old,0
1130,Rotator cuff syndrome,13 to 18 years old,0
